x	y	new_x	new_y	pixel_x	pixel_y
27	18	27.038	17.924	391.691154118958	255.247745465599
28	18	27.991	17.926	406.061809707164	255.299625088661
29	18	29.001	17.919	421.314418887425	255.195865842537
30	18	29.981	17.939	436.100111460128	255.50714358091
5	19	4.978	18.887	59.0390110446854	269.774039922991
6	19	5.943	18.961	73.6171851251393	270.863512007296
7	19	6.964	18.952	89.0254331745871	270.759752761171
8	19	7.931	18.942	103.603607255041	270.604113891985
9	19	9.022	18.912	120.049447765731	270.137197284426
10	19	9.942	18.939	133.901307123315	270.552234268923
11	19	10.972	18.904	149.46519404195	270.033438038302
12	19	12.069	18.976	165.962914175702	271.122910122606
13	19	13.026	18.978	180.437329010031	271.122910122606
14	19	14.035	18.967	195.638058567231	270.96727125342
15	19	14.978	18.944	209.85307528625	270.655993515047
16	19	15.979	18.931	224.950045597325	270.448475022799
17	19	16.98	18.912	240.0470159084	270.137197284426
18	19	17.983	18.925	255.195865842537	270.344715776674
19	19	18.996	18.918	270.448475022799	270.24095653055
20	19	20.054	18.902	286.375519302868	269.98155841524
21	19	20.995	18.913	300.590536021887	270.189076907488
22	19	22.004	18.883	315.791265579086	269.722160299929
23	19	23.081	18.962	332.029587597528	270.915391630358
24	19	24.059	18.954	346.763400547168	270.759752761171
25	19	25.01	18.935	361.134056135373	270.500354645861
26	19	25.989	18.92	375.867869085014	270.24095653055
27	19	27.038	18.901	391.691154118958	269.98155841524
28	19	27.995	18.913	406.113689330226	270.189076907488
29	19	28.984	18.898	421.055020772115	269.929678792178
30	19	30.01	18.909	436.515148444625	270.085317661364
4	20	3.941	19.988	43.4232445029892	286.375519302868
5	20	4.961	19.967	58.7796129293748	286.064241564495
6	20	5.96	19.952	73.8765832404499	285.804843449184
7	20	6.943	19.947	88.7141554362144	285.752963826122
8	20	7.961	19.941	104.018644239538	285.649204579998
9	20	9.025	19.952	120.101327388793	285.804843449184
10	20	9.953	19.946	134.056945992502	285.752963826122
11	20	10.908	19.929	148.479481203769	285.493565710812
12	20	12.069	19.981	165.962914175702	286.271760056743
13	20	13.025	19.984	180.385449386969	286.323639679805
14	20	14.01	19.97	195.274901205796	286.116121187557
15	20	14.977	19.953	209.85307528625	285.856723072246
16	20	16	19.936	225.261323335698	285.597324956936
17	20	16.945	19.942	239.528219677779	285.70108420306
18	20	18.003	19.934	255.455263957848	285.545445333874
19	20	19	19.916	270.500354645861	285.286047218563
20	20	20.06	19.887	286.479278548992	284.871010234066
21	20	20.963	19.916	300.123619414328	285.286047218563
22	20	21.988	19.914	315.531867463775	285.286047218563
23	20	23.123	19.965	332.704022697335	286.012361941433
24	20	24.061	19.95	346.81528017023	285.804843449184
25	20	25.034	19.933	361.497213496808	285.545445333874
26	20	26.013	19.923	376.231026446448	285.389806464687
27	20	27.032	19.916	391.639274495896	285.286047218563
28	20	28.005	19.909	406.321207822474	285.182287972439
29	20	29.003	19.909	421.366298510487	285.182287972439
30	20	30.033	19.89	436.878305806059	284.922889857128
4	21	3.947	20.978	43.5270037491134	301.316850744756
5	21	4.975	20.965	59.0390110446854	301.109332252508
6	21	5.962	20.968	73.928462863512	301.16121187557
7	21	6.947	20.973	88.7660350592765	301.213091498632
8	21	7.95	20.941	103.863005370352	300.746174891073
9	21	9.032	20.919	120.205086634917	300.383017529638
10	21	9.959	20.931	134.160705238626	300.590536021887
11	21	10.994	20.927	149.776471780322	300.538656398825
12	21	12.08	20.981	166.17043266795	301.368730367818
13	21	13.033	20.985	180.541088256156	301.420609990881
14	21	14.01	20.928	195.274901205796	300.538656398825
15	21	14.986	20.947	209.956834532374	300.849934137197
16	21	15.994	20.928	225.157564089573	300.538656398825
17	21	16.949	20.927	239.580099300841	300.538656398825
18	21	17.995	20.946	255.351504711724	300.798054514135
19	21	19.006	20.925	270.604113891985	300.486776775763
20	21	20.085	20.918	286.842435910427	300.383017529638
21	21	20.981	20.926	300.383017529638	300.538656398825
22	21	21.963	20.895	315.168710102341	300.071739791266
23	21	23.109	20.946	332.444624582025	300.849934137197
24	21	24.068	20.956	346.919039416354	300.953693383322
25	21	25.017	20.95	361.237815381498	300.901813760259
26	21	26	20.933	376.075387577262	300.642415644949
27	21	27.058	20.919	392.002431857331	300.4348971527
28	21	27.99	20.914	406.061809707164	300.331137906576
29	21	28.996	20.911	421.210659641301	300.279258283514
30	21	30.034	20.905	436.878305806059	300.17549903739
4	22	3.96	21.977	43.6826426182997	316.361941432769
5	22	4.971	21.959	58.9352517985612	316.102543317459
6	22	5.944	21.945	73.6171851251393	315.89502482521
7	22	6.956	21.941	88.8697943054007	315.843145202148
8	22	7.954	21.937	103.966764616476	315.791265579086
9	22	9.022	21.951	120.049447765731	315.998784071334
10	22	9.959	21.964	134.160705238626	316.154422940521
11	22	11.003	21.892	149.932110649509	315.064950856216
12	22	12.052	21.999	165.703516060391	316.725098794204
13	22	13.058	21.984	180.90424561759	316.465700678893
14	22	14.018	21.953	195.37866045192	315.998784071334
15	22	14.96	21.947	209.593677170939	315.89502482521
16	22	16.011	21.929	225.416962204884	315.6356267099
17	22	16.976	21.941	239.995136285338	315.843145202148
18	22	17.994	21.928	255.351504711724	315.6356267099
19	22	18.986	21.929	270.292836153612	315.6356267099
20	22	20.027	21.9	286.012361941433	315.220589725403
21	22	20.991	21.924	300.538656398825	315.583747086838
22	22	22.015	21.884	315.946904448272	314.961191610092
23	22	23.093	21.955	332.237106089776	316.050663694397
24	22	24.061	21.963	346.81528017023	316.154422940521
25	22	25.043	21.964	361.652852365995	316.154422940521
26	22	26.012	21.949	376.231026446448	315.946904448272
27	22	27.036	21.911	391.691154118958	315.376228594589
28	22	28	21.906	406.21744857635	315.272469348465
29	22	29.021	21.911	421.625696625798	315.376228594589
30	22	30.003	21.897	436.4113891985	315.168710102341
4	23	3.939	22.973	43.371364879927	331.407032120782
5	23	4.967	22.954	58.883372175499	331.09575438241
6	23	5.945	22.948	73.6690647482014	330.991995136285
7	23	6.953	22.95	88.8697943054007	331.043874759347
8	23	7.965	22.946	104.122403485662	330.991995136285
9	23	9.032	22.95	120.205086634917	331.043874759347
10	23	9.971	22.963	134.368223730874	331.251393251596
11	23	10.986	22.926	149.672712534198	330.680717397913
12	23	12.069	22.989	166.014793798764	331.614550613031
13	23	13.068	22.998	181.059884486777	331.770189482217
14	23	14.027	22.975	195.534299321106	331.407032120782
15	23	14.962	22.958	209.593677170939	331.147634005472
16	23	16.004	22.926	225.31320295876	330.680717397913
17	23	17.035	22.952	240.877089877394	331.043874759347
18	23	17.973	22.938	255.040226973351	330.888235890161
19	23	18.988	22.926	270.344715776674	330.680717397913
20	23	20.087	22.9	286.894315533489	330.265680413416
21	23	20.995	22.886	300.590536021887	330.058161921167
22	23	21.988	22.889	315.531867463775	330.110041544229
23	23	23.076	22.947	331.977707974465	330.991995136285
24	23	24.063	22.947	346.867159793292	330.991995136285
25	23	25.04	22.927	361.600972742932	330.680717397913
26	23	25.991	22.935	375.919748708076	330.836356267099
27	23	27.032	22.886	391.639274495896	330.058161921167
28	23	27.997	22.912	406.165568953288	330.473198905664
29	23	29.006	22.9	421.366298510487	330.265680413416
30	23	30.024	22.901	436.722666936873	330.317560036478
4	24	3.93	23.975	43.2676056338028	346.504002431857
5	24	5.015	23.914	59.6096868983686	345.570169216739
6	24	5.962	23.977	73.928462863512	346.504002431857
7	24	6.942	23.968	88.6622758131523	346.400243185733
8	24	7.944	23.972	103.811125747289	346.452122808795
9	24	9.043	23.935	120.360725504104	345.881446955112
10	24	9.967	23.977	134.316344107812	346.504002431857
11	24	10.97	23.936	149.413314418887	345.933326578174
12	24	12.026	24.009	165.340358698956	347.022798662478
13	24	13.064	23.998	181.008004863715	346.867159793292
14	24	14.023	23.978	195.482419698044	346.555882054919
15	24	14.983	23.946	209.904954909312	346.037085824298
16	24	16.011	23.937	225.416962204884	345.933326578174
17	24	16.978	23.945	239.995136285338	346.037085824298
18	24	18	23.944	255.403384334786	346.037085824298
19	24	19.008	23.944	270.655993515047	346.037085824298
20	24	20.059	23.916	286.479278548992	345.622048839801
21	24	21.001	23.939	300.694295268011	345.933326578174
22	24	22.02	23.894	316.050663694397	345.258891478367
23	24	23.086	23.966	332.133346843652	346.348363562671
24	24	24.074	23.986	347.022798662478	346.659641301044
25	24	25.066	23.968	361.964130104367	346.400243185733
26	24	26.018	23.947	376.334785692573	346.08896544736
27	24	27.03	23.937	391.587394872834	345.933326578174
28	24	27.99	23.934	406.061809707164	345.881446955112
29	24	29.026	23.944	421.67757624886	346.037085824298
3	25	2.993	25.008	29.1044685378458	362.067889350491
4	25	3.942	25.009	43.4232445029892	362.067889350491
5	25	4.981	24.969	59.0908906677475	361.497213496808
6	25	5.964	24.969	73.928462863512	361.497213496808
7	25	6.96	24.959	88.973553551525	361.341574627622
8	25	7.963	24.979	104.0705238626	361.652852365995
9	25	9.066	24.969	120.723882865539	361.497213496808
10	25	9.965	24.952	134.26446448475	361.237815381498
11	25	10.937	24.905	148.946397811328	360.511500658628
12	25	12.087	24.991	166.274191914074	361.808491235181
13	25	13.042	24.996	180.64484750228	361.912250481305
14	25	14.028	24.968	195.534299321106	361.445333873746
15	25	14.978	24.954	209.85307528625	361.237815381498
16	25	16.013	24.944	225.468841827946	361.082176512311
17	25	16.929	25.006	239.268821562468	362.067889350491
18	25	17.989	24.964	255.247745465599	361.393454250684
19	25	19.027	24.927	270.915391630358	360.874658020063
20	25	20.062	24.931	286.531158172054	360.926537643125
21	25	21.028	24.879	301.109332252508	360.096463674131
22	25	22.009	24.893	315.89502482521	360.355861789442
23	25	23.091	24.982	332.185226466714	361.652852365995
24	25	24.082	24.985	347.126557908603	361.704731989057
25	25	25.064	24.944	361.912250481305	361.082176512311
26	25	26.002	24.956	376.075387577262	361.28969500456
27	25	27.032	24.92	391.639274495896	360.770898773939
28	25	27.998	24.939	406.165568953288	361.030296889249
3	26	2.986	25.997	29.0007092917216	377.00922079238
4	26	3.964	26.006	43.786401864424	377.112980038504
5	26	5.036	26.028	59.9209646367413	377.424257776877
6	26	5.935	25.984	73.5134258790151	376.801702300132
7	26	6.973	25.978	89.1291924207113	376.697943054008
8	26	7.97	25.954	104.174283108724	376.334785692573
9	26	9.039	25.955	120.308845881042	376.334785692573
10	26	9.951	25.967	134.056945992502	376.542304184821
11	26	10.988	25.954	149.672712534198	376.334785692573
12	26	12.086	26.016	166.274191914074	377.268618907691
13	26	13.062	26.007	180.956125240653	377.112980038504
14	26	14.009	25.978	195.223021582734	376.697943054008
15	26	14.968	25.973	209.697436417064	376.646063430945
16	26	16.032	25.951	225.728239943257	376.282906069511
17	26	16.999	25.958	240.306414023711	376.386665315635
18	26	17.982	25.97	255.143986219475	376.594183807883
19	26	19.015	25.94	270.759752761171	376.127267200324
20	26	20.089	25.92	286.946195156551	375.815989461952
21	26	20.987	25.928	300.486776775763	375.919748708076
22	26	21.948	25.923	314.961191610092	375.867869085014
23	26	23.1	25.981	332.3408653359	376.74982267707
24	26	24.08	25.99	347.126557908603	376.905461546256
25	26	25.054	25.944	361.808491235181	376.179146823386
26	26	25.996	25.942	376.0235079542	376.127267200324
27	26	27.058	25.928	392.002431857331	375.919748708076
28	26	28.051	25.9	406.995642922282	375.504711723579
3	27	3.023	27.046	29.5713851454048	392.780626203263
4	27	3.952	27.026	43.5788833721755	392.521228087952
5	27	4.961	26.994	58.7796129293748	392.002431857331
6	27	5.942	27.008	73.6171851251393	392.20995034958
7	27	6.948	27.002	88.7660350592765	392.158070726517
8	27	7.94	27.002	103.759246124227	392.158070726517
9	27	9.026	26.961	120.101327388793	391.535515249772
10	27	9.956	27.009	134.108825615564	392.261829972642
11	27	10.989	26.95	149.72459215726	391.327996757524
12	27	12.069	27.031	165.962914175702	392.573107711014
13	27	13.033	27.033	180.541088256156	392.624987334076
14	27	13.985	27.005	194.911743844361	392.158070726517
15	27	14.986	27.02	209.956834532374	392.417468841828
16	27	16.02	26.986	225.57260107407	391.898672611207
17	27	16.955	26.983	239.683858546965	391.846792988145
18	27	17.966	26.988	254.884588104165	391.950552234269
19	27	19.004	26.96	270.552234268923	391.48363562671
20	27	20.046	26.933	286.271760056743	391.120478265275
21	27	20.982	26.98	300.383017529638	391.794913365083
22	27	22.008	26.967	315.843145202148	391.587394872834
23	27	23.072	26.973	331.873948728341	391.691154118958
24	27	24.04	26.991	346.504002431857	391.950552234269
25	27	25.067	26.966	362.016009727429	391.587394872834
26	27	25.986	26.975	375.867869085014	391.74303374202
27	27	27.029	26.948	391.587394872834	391.327996757524
3	28	2.987	28.028	29.0525889147837	407.618198399027
4	28	3.949	28.02	43.5270037491134	407.462559529841
5	28	4.978	28.005	59.0390110446854	407.255041037592
6	28	5.941	27.991	73.5653055020772	407.047522545344
7	28	6.945	27.993	88.7141554362144	407.099402168406
8	28	7.962	27.991	104.0705238626	407.047522545344
9	28	9.031	27.993	120.205086634917	407.099402168406
10	28	9.953	27.987	134.056945992502	406.995642922282
11	28	10.985	27.953	149.620832911136	406.476846691661
12	28	12.032	28.014	165.444117945081	407.410679906779
13	28	13.041	28.031	180.64484750228	407.670078022089
14	28	14.018	28.02	195.37866045192	407.462559529841
15	28	14.961	27.998	209.593677170939	407.151281791468
16	28	15.995	27.978	225.209443712636	406.840004053096
17	28	16.977	27.988	239.995136285338	406.995642922282
18	28	17.98	28	255.143986219475	407.20316141453
19	28	19.006	27.964	270.604113891985	406.632485560847
20	28	20.057	27.958	286.42739892593	406.528726314723
21	28	20.971	27.964	300.227378660452	406.632485560847
22	28	22.065	27.865	316.725098794204	405.179856115108
23	28	23.081	28.007	332.029587597528	407.306920660655
24	28	24.048	28.027	346.607761677982	407.618198399027
25	28	25.035	27.989	361.497213496808	406.995642922282
26	28	26.014	27.982	376.282906069511	406.891883676158
27	28	27.106	27.883	392.728746580201	405.439254230418
3	29	3.008	29.043	29.3638666531563	422.922687202351
4	29	3.954	29.027	43.6307629952376	422.66328908704
5	29	4.976	29.018	59.0390110446854	422.559529840916
6	29	5.984	28.993	74.2397406018847	422.144492856419
7	29	6.956	29.029	88.8697943054007	422.715168710102
8	29	7.961	29.005	104.018644239538	422.352011348668
9	29	9.033	29.008	120.205086634917	422.40389097173
10	29	9.945	28.986	133.953186746378	422.040733610295
11	29	10.969	28.951	149.413314418887	421.521937379674
12	29	12.071	29.048	166.014793798764	422.974566825413
13	29	13.045	29.051	180.696727125342	423.026446448475
14	29	13.997	29.016	195.067382713547	422.507650217854
15	29	14.98	28.994	209.904954909312	422.196372479481
16	29	16.012	28.987	225.468841827946	422.092613233357
17	29	16.963	28.986	239.787617793089	422.040733610295
18	29	17.973	29	255.040226973351	422.248252102543
19	29	19.006	28.945	270.604113891985	421.418178133549
20	29	20.028	28.995	286.012361941433	422.196372479481
21	29	20.993	28.987	300.538656398825	422.092613233357
