x	y	new_x	new_y	pixel_x	pixel_y
22	29	22.014	28.934	315.946904448272	421.262539264363
23	29	23.086	29.014	332.133346843652	422.455770594792
24	29	24.065	29.014	346.867159793292	422.455770594792
25	29	25.029	29.009	361.445333873746	422.40389097173
3	30	2.987	29.98	29.0525889147837	437.033944675246
4	30	3.928	30.03	43.2157260107407	437.812139021177
5	30	4.984	30.034	59.1427702908096	437.86401864424
6	30	5.968	30.016	73.9803424865741	437.604620528929
7	30	6.946	30.03	88.7660350592765	437.812139021177
8	30	7.973	29.996	104.226162731786	437.293342790556
9	30	9.031	29.979	120.153207011855	437.033944675246
10	30	9.952	29.992	134.056945992502	437.241463167494
11	30	10.994	29.964	149.776471780322	436.826426182997
12	30	12.065	30.037	165.91103455264	437.915898267302
13	30	13.04	30.033	180.64484750228	437.86401864424
14	30	14.002	30.016	195.11926233661	437.604620528929
15	30	14.962	30.035	209.593677170939	437.86401864424
16	30	16.018	29.985	225.520721451008	437.13770392137
17	30	16.979	30.009	240.0470159084	437.500861282805
18	30	17.978	29.985	255.092106596413	437.13770392137
19	30	18.994	29.958	270.396595399737	436.722666936873
20	30	20.058	29.948	286.479278548992	436.567028067687
21	30	20.987	29.98	300.486776775763	437.033944675246
22	30	22.013	29.965	315.946904448272	436.826426182997
23	30	23.098	30.019	332.288985712838	437.656500151991
24	30	24.068	30.024	346.919039416354	437.708379775053
25	30	25.037	29.996	361.54909311987	437.293342790556
3	31	2.993	31.047	29.1044685378458	453.116627824501
4	31	3.949	31.062	43.5270037491134	453.376025939812
5	31	4.998	31.035	59.3502887830581	452.960988955315
6	31	5.946	31.026	73.6690647482014	452.805350086128
7	31	6.939	31.04	88.6103961900902	453.012868578377
8	31	7.979	31.022	104.329921977911	452.753470463066
9	31	9.036	30.992	120.25696625798	452.286553855507
10	31	9.963	31.004	134.212584861688	452.494072347756
11	31	10.975	30.973	149.517073665012	452.027155740197
12	31	12.038	31.039	165.547877191205	453.012868578377
13	31	13.025	31.041	180.385449386969	453.064748201439
14	31	14.011	31.022	195.274901205796	452.753470463066
15	31	14.987	31.012	210.008714155436	452.59783159388
16	31	16.007	30.993	225.365082581822	452.338433478569
17	31	16.978	31.001	239.995136285338	452.442192724693
18	31	17.98	30.996	255.092106596413	452.338433478569
19	31	18.992	30.974	270.396595399737	452.027155740197
20	31	20.074	30.986	286.68679704124	452.234674232445
21	31	20.992	30.988	300.538656398825	452.234674232445
22	31	22.032	30.946	316.206302563583	451.6121187557
23	31	23.082	30.996	332.029587597528	452.390313101631
3	32	2.997	32.056	29.20822778397	468.369237004762
4	32	3.937	32.06	43.371364879927	468.421116627825
5	32	4.994	32.028	59.2984091599959	467.902320397203
6	32	5.946	32.037	73.6690647482014	468.05795926639
7	32	6.941	32.032	88.6622758131523	468.006079643328
8	32	7.968	32.02	104.174283108724	467.798561151079
9	32	9.041	31.999	120.308845881042	467.487283412706
10	32	9.952	32.015	134.056945992502	467.746681528017
11	32	11.001	31.985	149.880231026446	467.279764920458
12	32	12.048	32.061	165.703516060391	468.421116627825
13	32	13.023	32.084	180.385449386969	468.784273989259
14	32	14.007	32.031	195.223021582734	467.954200020265
16	32	16.017	31.998	225.520721451008	467.487283412706
17	32	16.983	32.019	240.098895531462	467.798561151079
18	32	17.993	32.041	255.299625088661	468.109838889452
19	32	19.01	32.012	270.655993515047	467.694801904955
20	32	20.077	32.007	286.738676664302	467.591042658831
6	33	5.97	33.02	74.0322221096362	482.895531462154
7	33	6.952	33.03	88.8179146823386	483.051170331341
8	33	7.978	33.015	104.278042354849	482.79177221603
9	33	9.04	33.021	120.308845881042	482.895531462154
10	33	9.971	33.037	134.368223730874	483.154929577465
11	33	11	33.007	149.880231026446	482.688012969906
12	33	12.067	33.056	165.962914175702	483.414327692775
13	33	13.051	33.059	180.800486371466	483.466207315837
14	33	14.014	33.02	195.326780828858	482.895531462154
15	33	14.974	33.019	209.801195663188	482.843651839092
16	33	16.022	33.001	225.57260107407	482.584253723782
17	33	16.969	33.012	239.891377039214	482.739892592968
18	33	17.982	33.004	255.143986219475	482.636133346844
12	34	12.065	34.067	165.91103455264	498.666936873037
13	34	13.048	34.067	180.748606748404	498.666936873037
14	34	14.053	33.998	195.897456682541	497.629344411795
15	34	14.975	34.014	209.801195663188	497.888742527105
16	34	16.017	33.986	225.520721451008	497.473705542608
